candidate_id,parent_id,family,stage,cleavage_zero_target_eV,guard_log10_q_low,guard_exponent,cleavage_entropy_zero_kB,cleavage_entropy_active_kB,cleavage_entropy_infinity_kB,emission_entropy_active_kB,emission_entropy_infinity_kB,emission_stratum,cleavage_heat_capacity_base_kB,cleavage_heat_capacity_guard_kB,emission_heat_capacity_base_kB,complexity
P40_TJBS_T_000793,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,2,-40,-20,20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000794,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,8,40,-40,10,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000795,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,4,-10,40,-20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000796,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,-10,20,-10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000797,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,6,40,-20,20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000798,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,4,-20,0,0,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000799,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,8,0,0,-20,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000800,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,6,20,-20,-20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000801,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,2,0,20,10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000802,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,8,10,10,20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000803,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,4,-40,-10,-10,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000804,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,2,-40,-10,-20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000805,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,6,10,10,0,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000806,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,4,-20,40,10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000807,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,8,40,-40,-10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000808,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,4,0,20,0,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000809,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,8,-20,-20,20,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000810,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,2,40,0,10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000811,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,6,-10,0,-10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000812,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,8,-10,20,-10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000813,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,4,20,-10,20,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000814,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,6,-40,-40,0,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000815,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,2,10,40,-20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000816,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,8,-20,0,20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000817,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,4,40,10,-10,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000818,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,6,-20,20,-20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000819,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,2,10,-20,10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000820,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,10,-40,20,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000821,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,8,-40,40,0,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000822,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,2,20,10,-10,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000823,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,6,0,-10,10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000824,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,2,-40,0,0,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000825,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,6,20,0,-20,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000826,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,-10,-20,-10,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000827,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,8,20,20,10,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000828,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,6,40,40,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000829,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,-10,-40,-20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000830,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,0,-20,0,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000831,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,4,-20,20,20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000832,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,20,20,10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000833,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,4,-40,-20,-10,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000834,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,6,20,-10,0,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000835,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,2,0,10,20,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000836,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,4,-10,10,0,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000837,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,8,40,-10,-20,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000838,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,2,-20,-40,-10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000839,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,6,0,40,20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000840,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,2,40,-20,20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000841,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,6,-20,20,0,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000842,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,4,10,0,-20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000843,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,8,-20,0,10,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000844,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,6,-40,-10,10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000845,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,2,10,10,-10,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000846,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,8,0,40,-20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000847,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,4,20,-40,0,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000848,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,6,-20,0,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000849,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,2,0,-10,20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000850,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,8,-10,-20,0,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000851,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,4,40,20,-20,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000852,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,2,20,40,0,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000853,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,6,-10,-40,20,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000854,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,4,10,-10,10,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000855,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,8,-40,10,-20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000856,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,4,0,0,-20,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000857,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,8,20,0,0,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000858,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,2,-40,20,20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000859,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,10,-20,-10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000860,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,8,10,-40,-10,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000861,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,4,-40,40,10,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000862,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,6,40,20,20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000863,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,2,-10,-20,0,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000864,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,4,-40,40,-10,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000865,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,10,-40,20,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000866,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,2,-10,-10,0,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000867,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,6,40,10,-20,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000868,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,8,40,10,0,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000869,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,4,-10,-10,20,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000870,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,0,-20,10,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000871,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,2,-20,20,-10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000872,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,6,-10,-40,-20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000873,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,2,40,40,0,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000874,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,8,-20,10,10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000875,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-7,4,10,-10,-10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000876,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,2,10,0,-20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000877,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,6,-40,0,10,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000878,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,4,20,40,20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000879,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,8,0,-40,-10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000880,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,2,0,10,10,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000881,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,6,-20,-10,-20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000882,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,4,40,-40,0,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000883,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,8,-10,40,20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000884,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,6,-10,20,0,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000885,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,20,-20,-20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000886,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,8,-40,-10,-10,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000887,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,4,20,10,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000888,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,20,-20,20,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000889,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,4,0,20,0,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000890,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,6,10,40,-10,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000891,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,2,-40,-40,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000892,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,4,-20,-20,20,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000893,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,8,10,20,-10,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000894,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,2,-20,0,-20,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000895,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,6,40,0,10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000896,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,4,-10,10,-10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000897,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,8,40,-10,20,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000898,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,2,-20,-20,10,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000899,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,0,20,-20,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000900,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,8,20,40,-10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000901,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,4,-40,-40,10,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000902,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,6,20,-10,0,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000903,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,2,-10,10,-20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000904,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,6,-40,0,-10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000905,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,2,10,0,10,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P40_TJBS_T_000906,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,8,0,20,20,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000907,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,4,20,-20,0,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000908,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,2,40,-40,-20,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000909,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,6,-20,40,0,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P40_TJBS_T_000910,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,4,0,10,20,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
